Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,OwnerUserId,OwnerDisplayName,ClosedDate,IsClosed,Tags
"18555","2","","18533","2008-08-20 18:44:33","1219","Eric Z Beard","","0",""
"18558","2","","18524","2008-08-20 18:45:13","1310","ScArcher2","","0",""
"18563","2","","18035","2008-08-20 18:48:20","580","Brian Leahy","","0",""
"18569","2","","3748","2008-08-20 18:49:45","2009","hometoast","","0",""
"18573","2","","3748","2008-08-20 18:51:56","572","Thomas Owens","","0",""
"18574","2","","18533","2008-08-20 18:52:02","1075","KiwiBastard","","0",""
"18579","2","","18524","2008-08-20 18:53:35","1471","Outlaw Programmer","","0",""
"18581","2","","18533","2008-08-20 18:55:33","905","Keith","","0",""
"18584","1","18718","","2008-08-20 18:59:03","1130097","nmiranda","2012-05-28 00:39:18","1","<c#>"
"18585","1","19056","","2008-08-20 18:59:35","229","Brian Jorgensen","","0","<c#><visual-studio><data-binding><.net-2.0>"
"18595","2","","18524","2008-08-20 19:03:11","212","Mike Polen","","0",""
"18601","1","18771","","2008-08-20 19:07:51","1473493","gisenberg","","0","<unit-testing><tdd>"
"18602","2","","18449","2008-08-20 19:09:18","1976","janxious","","0",""
"18603","2","","18584","2008-08-20 19:10:28","1818","kcrumley","","0",""
"18606","1","18647","","2008-08-20 19:11:32","572","Thomas Owens","","0","<email><outlook><exchange-server><email-client>"
"18607","2","","18449","2008-08-20 19:11:36","1926","Željko Živković","","0",""
"18608","1","18616","","2008-08-20 19:12:05","327","Luke","","0","<c#><oop><inheritance><naming><convention>"
"18610","2","","18584","2008-08-20 19:12:59","1862","Kibbee","","0",""
"18611","2","","12268","2008-08-20 19:13:25","51","Yaakov Ellis","","0",""
"18612","2","","1237","2008-08-20 19:14:19","1438","Jon Ericson","","0",""
"18614","1","","","2008-08-20 19:16:01","230","Dan","","0","<asp.net-mvc><forms>"
"18615","2","","18601","2008-08-20 19:16:02","1911","nachojammers","","0",""
"18616","2","","18608","2008-08-20 19:16:07","832","Rob Cooper","","0",""
"18617","1","18623","","2008-08-20 19:16:20","1310","ScArcher2","","0","<tomcat>"
"18619","2","","9033","2008-08-20 19:17:16","1130097","nmiranda","","0",""
"18622","2","","18606","2008-08-20 19:19:24","5","Jon Galloway","","0",""
"18623","2","","18617","2008-08-20 19:19:46","1310","ScArcher2","","0",""
"18624","2","","18601","2008-08-20 19:19:53","832","Rob Cooper","","0",""
"18625","2","","18608","2008-08-20 19:20:35","1638","mmattax","","0",""
"18626","2","","18449","2008-08-20 19:22:07","1384652","Teifion","","0",""
"18627","2","","18450","2008-08-20 19:23:30","2179","","","0",""
"18630","2","","18533","2008-08-20 19:24:43","785","Mike","","0",""
"18632","1","18635","","2008-08-20 19:25:07","2011","pbreault","2015-12-29 19:41:47","1","<monitoring><text-files>"
"18635","2","","18632","2008-08-20 19:26:25","5","Jon Galloway","","0",""
"18637","2","","18632","2008-08-20 19:26:36","832","Rob Cooper","","0",""
"18638","2","","18632","2008-08-20 19:27:36","2179","CHitchcock","","0",""
"18640","2","","18632","2008-08-20 19:29:27","377","ZombieSheep","","0",""
"18641","2","","18606","2008-08-20 19:29:52","238","Pat","","0",""
"18647","2","","18606","2008-08-20 19:32:05","1908","samjudson","","0",""
"18648","2","","18632","2008-08-20 19:32:09","1130097","nmiranda","","0",""
"18654","2","","18035","2008-08-20 19:37:52","1964","","","0",""
"18655","1","","","2008-08-20 19:37:53","1219","Eric Z Beard","2016-06-18 16:17:52","1","<sql><database><orm><entities>"
"18659","2","","18585","2008-08-20 19:41:37","832","Rob Cooper","","0",""
"18660","2","","18655","2008-08-20 19:43:19","230","Dan","","0",""
"18661","1","","","2008-08-20 19:43:24","838","dbkk","","0","<c#><winapi><interop>"
"18663","2","","17532","2008-08-20 19:44:35","1801","Slavo","","0",""
"18664","2","","18632","2008-08-20 19:44:38","1242","Lars Truijens","","0",""
"18667","2","","18632","2008-08-20 19:45:48","2109","Owen","","0",""
"18669","2","","18614","2008-08-20 19:47:21","2078","","","0",""
"18670","2","","18632","2008-08-20 19:48:59","1242","Lars Truijens","","0",""
"18671","1","6000355","","2008-08-20 19:49:13","534","Stephen Cox","2020-02-26 07:52:05","1","<mysql><sqlite><migration>"
"18672","2","","18632","2008-08-20 19:50:19","","Adam","","0",""
"18674","2","","18585","2008-08-20 19:52:06","770","Martin","","0",""
"18675","1","21743","","2008-08-20 19:52:41","1632","Maudite","","0","<.net><installation><active-directory><io>"
"18676","1","18680","","2008-08-20 19:54:00","225","brendan","","0","<vb.net><random>"
"18680","2","","18676","2008-08-20 19:55:53","1862","Kibbee","","0",""
"18684","2","","18676","2008-08-20 19:59:43","1288","Bill the Lizard","","0",""
"18685","1","18693","","2008-08-20 19:59:57","184","Niyaz","2014-07-03 13:43:40","1","<php>"
"18687","2","","18676","2008-08-20 20:00:03","317","Joseph Sturtevant","","0",""
"18690","2","","18632","2008-08-20 20:01:16","1450","John Topley","","0",""
"18691","2","","4508","2008-08-20 20:01:35","2134","Chris Fournier","","0",""
"18693","2","","18685","2008-08-20 20:02:48","184","Niyaz","","0",""
"18695","2","","18167","2008-08-20 20:02:57","1874","","","0",""
"18696","1","18714","","2008-08-20 20:03:28","2078","","","0","<ui-automation><window-handles><gui-testing>"
"18697","2","","18585","2008-08-20 20:04:16","1453","Tundey","","0",""
"18698","2","","18661","2008-08-20 20:04:35","1242","Lars Truijens","","0",""
"18702","1","18750","","2008-08-20 20:07:34","1130097","nmiranda","","0","<web-services>"
"18705","1","19071","","2008-08-20 20:09:45","829","SkullDuggerT","","0","<c#><project-server>"
"18714","2","","18696","2008-08-20 20:17:00","1242","Lars Truijens","","0",""
"18717","1","18723","","2008-08-20 20:18:08","184","Niyaz","","0","<database><oracle><foreign-keys>"
"18718","2","","18584","2008-08-20 20:18:23","332","Wedge","","0",""
"18719","1","","","2008-08-20 20:18:32","1043","Andrew","","0","<windows-server-2008><build-automation><windows-server-2003>"
"18723","2","","18717","2008-08-20 20:19:33","1450","John Topley","","0",""
"18726","2","","18632","2008-08-20 20:21:36","71","Dillie-O","","0",""
"18728","2","","18717","2008-08-20 20:22:36","893","Greg Hewgill","","0",""
"18730","2","","18717","2008-08-20 20:24:09","1219","Eric Z Beard","","0",""
"18732","2","","18717","2008-08-20 20:24:15","1908","samjudson","","0",""
"18733","2","","18524","2008-08-20 20:25:49","2131","DrPizza","","0",""
"18734","2","","18524","2008-08-20 20:26:04","1853","serg10","","0",""
"18735","2","","18717","2008-08-20 20:26:21","1311","Pascal","","0",""
"18740","2","","18719","2008-08-20 20:28:24","1908","samjudson","","0",""
"18741","2","","18717","2008-08-20 20:28:30","234","Orion Edwards","","0",""
"18750","2","","18702","2008-08-20 20:32:34","2148","jcarrascal","","0",""
"18753","2","","18696","2008-08-20 20:33:28","2095","Carl Seleborg","","0",""
"18754","1","18831","","2008-08-20 20:33:28","2185","Brock","","0","<bash><markdown>"
"18756","2","","18505","2008-08-20 20:33:53","645","Joel Lucsy","","0",""
"18757","1","","","2008-08-20 20:34:12","1851","tgmdbm","","0","<c#><asp.net-mvc>"
"18758","2","","18717","2008-08-20 20:35:10","2131","DrPizza","","0",""
"18759","2","","18717","2008-08-20 20:35:18","1875","Peter Meyer","","0",""
"18760","2","","18717","2008-08-20 20:37:08","350","csmba","","0",""
"18762","2","","18719","2008-08-20 20:38:09","332","Wedge","","0",""
"18764","1","18906","","2008-08-20 20:38:50","357","Terrapin","","0","<sql><sql-server><indexing>"
"18765","1","18786","","2008-08-20 20:39:36","2191","Mykroft","","0","<c#><c++>"
"18766","2","","9589","2008-08-20 20:40:08","1582","grosauro","","0",""
"18769","2","","18719","2008-08-20 20:41:08","1293","Jason","","0",""
"18771","2","","18601","2008-08-20 20:41:31","1116","John Nolan","","0",""
"18772","1","18796","","2008-08-20 20:42:04","31505","buyutec","","0","<sql-server><sql-server-2005>"
"18774","2","","18765","2008-08-20 20:42:17","194","Adam Haile","","0",""
"18775","2","","18754","2008-08-20 20:42:30","2148","jcarrascal","","0",""
"18779","2","","18655","2008-08-20 20:44:15","296","jdecuyper","","0",""
"18780","2","","18772","2008-08-20 20:44:27","414","Stu","","0",""
"18782","2","","18764","2008-08-20 20:44:58","2131","DrPizza","","0",""
"18783","1","","","2008-08-20 20:45:15","357","Terrapin","2011-11-28 01:23:55","1","<sql><sql-server><database><performance>"
"18786","2","","18765","2008-08-20 20:45:28","1254","Brian Ensink","","0",""
"18787","1","31726","","2008-08-20 20:46:23","105","Ryan Eastabrook","","0","<asp.net><asp.net-mvc><viewdata><viewusercontrol>"
"18789","2","","18655","2008-08-20 20:46:59","1219","Eric Z Beard","","0",""
"18792","2","","18783","2008-08-20 20:48:24","1573","Mike","","0",""
"18793","2","","18783","2008-08-20 20:48:53","2183","DavidM","","0",""
"18795","2","","18655","2008-08-20 20:49:14","1242","Lars Truijens","","0",""
"18796","2","","18772","2008-08-20 20:49:25","1831","Russ Cam","","0",""
"18797","2","","18783","2008-08-20 20:50:54","357","Terrapin","","0",""
"18798","2","","18765","2008-08-20 20:51:23","645","Joel Lucsy","","0",""
"18800","2","","18783","2008-08-20 20:52:02","1194","John Christensen","","0",""
"18802","2","","18783","2008-08-20 20:52:43","350","csmba","","0",""
"18803","1","18839","","2008-08-20 20:53:05","2134","Chris Fournier","2012-02-27 03:42:11","1","<uml><class-design><diagram>"
"18806","2","","18655","2008-08-20 20:54:15","1219","Eric Z Beard","","0",""
"18807","2","","18764","2008-08-20 20:54:30","414","Stu","","0",""
"18810","2","","18717","2008-08-20 20:55:32","1194","John Christensen","","0",""
"18811","2","","18803","2008-08-20 20:56:36","414","Stu","","0",""
"18812","2","","18783","2008-08-20 20:56:36","1545","Ryan","","0",""
"18813","2","","18655","2008-08-20 20:56:51","1175","Kristopher Johnson","","0",""
"18815","2","","18783","2008-08-20 20:56:56","1993","Andy","","0",""
"18816","2","","18717","2008-08-20 20:57:14","116","Mark Harrison","","0",""
"18819","2","","18803","2008-08-20 20:58:29","380","Vaibhav","","0",""
"18820","2","","18783","2008-08-20 20:58:50","414","Stu","","0",""
"18822","2","","18783","2008-08-20 21:00:37","357","Terrapin","","0",""
"18824","2","","18783","2008-08-20 21:01:10","1227","Barrett Conrad","","0",""
"18827","2","","18803","2008-08-20 21:02:43","1556","popopome","","0",""
"18828","2","","18803","2008-08-20 21:02:56","1908","samjudson","","0",""
"18829","2","","18803","2008-08-20 21:02:56","1175","Kristopher Johnson","","0",""
"18830","2","","18787","2008-08-20 21:03:10","105","Ryan Eastabrook","","0",""
"18831","2","","18754","2008-08-20 21:03:20","437","Patrick McElhaney","","0",""
"18832","2","","18655","2008-08-20 21:03:20","1471","Outlaw Programmer","","0",""
"18834","2","","18655","2008-08-20 21:03:50","1911","nachojammers","","0",""
"18835","2","","18783","2008-08-20 21:03:53","357","Terrapin","","0",""
"18836","1","18837","","2008-08-20 21:03:54","1438","Jon Ericson","","0","<bash><unix><shell><ksh>"
"18837","2","","18836","2008-08-20 21:04:01","1438","Jon Ericson","","0",""
"18838","2","","18655","2008-08-20 21:04:41","1851","tgmdbm","","0",""
"18839","2","","18803","2008-08-20 21:04:43","1311","Pascal","","0",""
"18841","2","","18754","2008-08-20 21:05:03","","Doe","","0",""
"18843","2","","18836","2008-08-20 21:05:08","116","Mark Harrison","","0",""
"18845","2","","18783","2008-08-20 21:05:57","357","Terrapin","","0",""
"18855","2","","18661","2008-08-20 21:08:33","1147","sieben","","0",""
"18856","2","","3088","2008-08-20 21:09:00","2188","Magus","","0",""
"18858","1","","","2008-08-20 21:10:20","2118","Annan","2014-06-02 17:18:35","1","<php><javascript><html><coding-style>"
"18859","2","","18803","2008-08-20 21:10:37","357","Terrapin","","0",""
"18861","1","18884","","2008-08-20 21:11:34","428190","Andrew G. Johnson","","0","<javascript><regex>"
"18864","2","","18655","2008-08-20 21:13:39","1975","Webjedi","","0",""
"18865","2","","18783","2008-08-20 21:14:11","1293","Jason","","0",""
"18869","1","","","2008-08-20 21:16:24","1449","Clayton","","0","<c++><linux><qt><user-interface><qtwebkit>"
"18870","2","","18765","2008-08-20 21:16:33","1006","Rob","","0",""
"18873","2","","18655","2008-08-20 21:18:19","2194","Guy","","0",""
"18874","2","","18861","2008-08-20 21:18:23","2118","Annan","","0",""
"18875","2","","18858","2008-08-20 21:18:43","1908","samjudson","","0",""
"18876","2","","18757","2008-08-20 21:18:52","1982","Andrew Rimmer","","0",""
"18877","2","","18093","2008-08-20 21:19:05","905","Keith","","0",""
"18879","2","","18772","2008-08-20 21:20:12","741","Chris Tybur","","0",""
"18881","2","","18861","2008-08-20 21:21:31","1908","samjudson","","0",""
"18884","2","","18861","2008-08-20 21:22:48","234","Orion Edwards","","0",""
"18889","1","18902","","2008-08-20 21:25:07","1975","Webjedi","","0","<nhibernate><sql-server-2008>"
"18890","2","","18655","2008-08-20 21:25:25","2148","jcarrascal","","0",""
"18892","2","","18861","2008-08-20 21:26:32","1412","Chris Conway","","0",""
"18893","2","","18655","2008-08-20 21:26:43","1574","Kevin Pang","","0",""
"18896","2","","18675","2008-08-20 21:27:17","507","Joseph Daigle","","0",""
"18901","2","","18858","2008-08-20 21:28:46","2148","jcarrascal","","0",""
"18902","2","","18889","2008-08-20 21:29:21","2084","Ian Nelson","","0",""
"18903","2","","18861","2008-08-20 21:31:50","1993","Andy","","0",""
"18906","2","","18764","2008-08-20 21:32:33","2199","","","0",""
"18908","2","","18533","2008-08-20 21:32:47","580","Brian Leahy","","0",""
"18909","2","","17845","2008-08-20 21:33:00","279","John the Statistician","","0",""
"18912","1","6921193","","2008-08-20 21:35:59","238","Pat","","0","<javascript><object><key>"
"18918","1","7394935","","2008-08-20 21:41:09","1013","Artur Carvalho","","0","<asp.net>"
"18919","2","","18918","2008-08-20 21:42:31","1338","Jason","","0",""
"18920","1","18924","","2008-08-20 21:43:23","1858","ErickTheRed","","0","<html><css><directory>"
"18924","2","","18920","2008-08-20 21:46:13","1993","Andy","","0",""
"18925","2","","18918","2008-08-20 21:47:30","5","Jon Galloway","","0",""
"18927","2","","18172","2008-08-20 21:47:57","4","Joel Spolsky","","0",""
"18928","2","","18783","2008-08-20 21:48:53","2199","","","0",""
"18929","2","","18912","2008-08-20 21:49:23","2031","danb","","0",""
"18930","2","","18912","2008-08-20 21:51:08","521","palmsey","","0",""
"18932","1","18949","","2008-08-20 21:51:29","357","Terrapin","","0","<sql-server><tsql><duplicates>"
"18934","2","","18932","2008-08-20 21:53:14","5","Jon Galloway","","0",""
"18938","2","","3088","2008-08-20 21:54:17","","CodeCurious","","0",""
"18939","2","","18918","2008-08-20 21:54:22","2199","","","0",""
"18940","2","","13498","2008-08-20 21:54:53","4","Joel Spolsky","","0",""
"18941","2","","18912","2008-08-20 21:55:40","2118","Annan","","0",""
"18942","2","","18093","2008-08-20 21:55:41","1965","Jonathan Holland","","0",""
"18943","1","","","2008-08-20 21:56:21","199","Brendan","","0","<linux><security><unix><proxy><apt>"
"18947","2","","18932","2008-08-20 21:58:00","1611","Craig","","0",""
"18949","2","","18932","2008-08-20 22:00:00","2199","","","0",""
"18952","1","18977","","2008-08-20 22:01:16","1293","Jason","2011-10-05 05:18:37","1","<sql><reporting><business-intelligence>"
"18955","1","20255","","2008-08-20 22:02:38","685","CodeSlave","","0","<ms-access>"
"18956","2","","18757","2008-08-20 22:02:52","1208","Jim","","0",""
"18958","2","","18719","2008-08-20 22:05:19","2199","","","0",""
"18959","1","18975","","2008-08-20 22:06:11","2206","alex","","0","<c++><linux><drives>"
"18964","2","","18717","2008-08-20 22:10:22","2199","","","0",""
"18965","2","","18783","2008-08-20 22:12:15","993","Guy","","0",""
"18969","2","","10933","2008-08-20 22:15:11","9","Kevin Dente","","0",""
"18972","2","","18955","2008-08-20 22:18:12","2208","Mauro","","0",""
"18973","2","","18952","2008-08-20 22:18:55","380","Vaibhav","","0",""
"18974","2","","18952","2008-08-20 22:19:52","71","Dillie-O","","0",""
"18975","2","","18959","2008-08-20 22:20:05","1666","SCdF","","0",""
"18977","2","","18952","2008-08-20 22:21:45","993","Guy","","0",""
"18978","2","","10933","2008-08-20 22:21:50","2148","jcarrascal","","0",""
"18980","2","","13786","2008-08-20 22:24:29","1897","Imran","","0",""
"18981","2","","18538","2008-08-20 22:25:12","2031","danb","","0",""
"18983","2","","18932","2008-08-20 22:27:53","1336","Jacob Proffitt","","0",""
"18984","1","19179","","2008-08-20 22:27:56","1588","AgentConundrum","","0","<language-agnostic><command-line>"
"18985","1","27343","","2008-08-20 22:29:22","486","grom","","0","<javascript><command-line-interface><pretty-print><multiplatform>"
"18986","2","","18717","2008-08-20 22:29:43","993","Guy","","0",""
"18987","2","","13786","2008-08-20 22:30:41","","Allan","","0",""
"18990","2","","18984","2008-08-20 22:31:17","414","Stu","","0",""
"18991","2","","18952","2008-08-20 22:31:23","1750","David Schlosnagle","","0",""
"18992","2","","18943","2008-08-20 22:31:32","1491","monjardin","","0",""
"18993","2","","15053","2008-08-20 22:31:58","2208","Mauro","","0",""
"18994","2","","18984","2008-08-20 22:32:02","811","Shog9","","0",""
"18995","2","","18984","2008-08-20 22:32:37","615","Matt Hamilton","","0",""
"18996","2","","18538","2008-08-20 22:32:57","2210","ogrodnek","","0",""
"18997","2","","18861","2008-08-20 22:33:35","428190","Andrew G. Johnson","","0",""
"18998","2","","18984","2008-08-20 22:34:25","680","Cristian","","0",""
"18999","2","","18984","2008-08-20 22:37:18","2019","Steve","","0",""
"19001","2","","18984","2008-08-20 22:37:52","1588","AgentConundrum","","0",""
"19002","2","","18984","2008-08-20 22:37:57","2001","SutekhNaeblis","","0",""
"19006","2","","13786","2008-08-20 22:39:45","2025","","","0",""
"19007","2","","18952","2008-08-20 22:39:50","2148","jcarrascal","","0",""
"19011","1","62837","","2008-08-20 22:42:04","270","Rory","","0","<java><java-me><rms>"
"19014","1","20468","","2008-08-20 22:44:17","536","Judah Himango","","0","<.net><search><lucene>"
"19016","2","","13786","2008-08-20 22:45:03","1697","Shadow2531","","0",""
"19021","2","","17928","2008-08-20 22:46:19","234","Orion Edwards","","0",""
"19025","2","","18783","2008-08-20 22:47:59","1438","Jon Ericson","","0",""
"19026","2","","18861","2008-08-20 22:48:12","1852","Swish","","0",""
"19027","2","","18984","2008-08-20 22:48:47","122","Mike Stone","","0",""
"19029","2","","18719","2008-08-20 22:50:13","2209","","","0",""
"19030","1","21302","","2008-08-20 22:50:55","745","dbr","","0","<python><validation><naming>"
"19031","2","","18984","2008-08-20 22:51:02","1632","Maudite","","0",""
"19033","2","","18959","2008-08-20 22:53:12","234","Orion Edwards","","0",""
"19034","2","","18932","2008-08-20 22:53:12","2131","DrPizza","","0",""
"19035","1","19348","","2008-08-20 22:53:25","1992","Bernie Perez","","0","<javascript><google-maps><activemq>"
"19037","2","","15470","2008-08-20 22:55:03","598","Haacked","","0",""
"19042","2","","18803","2008-08-20 22:57:44","512","Jason Sparks","","0",""
"19044","2","","13786","2008-08-20 23:01:10","2213","Ian Patrick Hughes","","0",""
"19046","2","","18984","2008-08-20 23:02:07","2019","Steve","","0",""
"19047","1","19053","","2008-08-20 23:02:18","234","Orion Edwards","","0","<tortoisesvn><winsxs>"
"19048","2","","18984","2008-08-20 23:02:23","372","Jon Limjap","","0",""
"19051","2","","12397","2008-08-20 23:03:37","598","Haacked","","0",""
"19052","2","","18803","2008-08-20 23:03:43","91","Michael Stum","","0",""
"19053","2","","19047","2008-08-20 23:03:53","234","Orion Edwards","","0",""
"19056","2","","18585","2008-08-20 23:06:42","229","Brian Jorgensen","","0",""
"19058","1","19061","","2008-08-20 23:07:51","1782","Juan Manuel","","0","<sql><oracle>"
"19059","2","","18984","2008-08-20 23:08:42","91","Michael Stum","","0",""
"19061","2","","19058","2008-08-20 23:11:32","91","Michael Stum","","0",""
"19062","2","","19058","2008-08-20 23:12:36","547","mauriciopastrana","","0",""
"19063","2","","18955","2008-08-20 23:12:37","2213","Ian Patrick Hughes","","0",""
"19067","2","","19035","2008-08-20 23:15:32","1477","maxsilver","","0",""
"19069","2","","19035","2008-08-20 23:17:30","2031","danb","","0",""
"19071","2","","18705","2008-08-20 23:18:43","","user2043","","0",""
"19077","2","","18538","2008-08-20 23:28:29","2031","danb","","0",""
"19079","2","","18783","2008-08-20 23:33:41","794","AlexCuse","","0",""
"19080","2","","18077","2008-08-20 23:34:07","2007","M. Dave Auayan","","0",""
"19081","2","","17786","2008-08-20 23:34:11","1799","Mat Noguchi","","0",""
"19087","2","","13786","2008-08-20 23:42:54","1477","maxsilver","","0",""
"19088","2","","622","2008-08-20 23:45:54","1897","Imran","","0",""
"19089","1","19109","","2008-08-20 23:46:13","233","Ray","","0","<sql><sql-server><tsql>"
"19090","2","","18984","2008-08-20 23:47:25","","Jason","","0",""
"19093","2","","18952","2008-08-20 23:49:37","794","AlexCuse","","0",""
"19094","2","","18984","2008-08-20 23:52:25","1175","Kristopher Johnson","","0",""
"19096","1","","","2008-08-20 23:54:10","1463","Guy","2015-12-09 04:23:37","1","<.net><mime>"
"19097","2","","19089","2008-08-20 23:55:04","794","AlexCuse","","0",""
"19098","2","","19089","2008-08-20 23:57:20","1627","Ryan Farley","","0",""
"19099","2","","19089","2008-08-20 23:58:32","1954","Lee","","0",""
"19101","2","","18984","2008-08-20 23:59:25","479","Christopher Mahan","","0",""
"19103","2","","19096","2008-08-21 00:00:43","1627","Ryan Farley","","0",""
"19105","2","","19089","2008-08-21 00:03:12","369","Blorgbeard","","0",""
"19106","2","","18952","2008-08-21 00:03:44","1580","Roy","","0",""
"19108","2","","13545","2008-08-21 00:05:59","1463","Guy","","0",""
"19109","2","","19089","2008-08-21 00:09:16","1343","BCS","","0",""
"19110","2","","18803","2008-08-21 00:09:42","1000","sadie","","0",""
"19113","1","19128","","2008-08-21 00:14:56","1043","Andrew","","0","<user-interface><usability><menu-items>"
"19116","2","","19113","2008-08-21 00:17:43","1627","Ryan Farley","","0",""
"19122","1","19383","","2008-08-21 00:20:34","306","num1","","0","<linux><bash><pipe><device>"
"19127","1","19199","","2008-08-21 00:24:15","364","Graphain","","0","<javascript><css><cross-browser><browser><client-side>"
"19128","2","","19113","2008-08-21 00:24:47","1659","marxidad","","0",""
"19130","2","","19113","2008-08-21 00:26:32","1288","Bill the Lizard","","0",""
"19132","1","19224","","2008-08-21 00:28:00","","user1684","","0","<language-agnostic><expression><language-features>"
"19134","2","","19122","2008-08-21 00:29:00","122","Mike Stone","","0",""
"19136","2","","18984","2008-08-21 00:30:10","1343","BCS","","0",""
"19138","2","","19132","2008-08-21 00:30:31","1659","marxidad","","0",""
"19139","2","","19132","2008-08-21 00:30:44","429","Patrick","","0",""
"19144","2","","19132","2008-08-21 00:31:55","188","Matthew Schinckel","","0",""
"19147","1","522874","","2008-08-21 00:33:59","483","Nidonocu","","0","<c#><.net><wpf><mutex>"
"19148","2","","19113","2008-08-21 00:34:15","188","Matthew Schinckel","","0",""
"19150","2","","19132","2008-08-21 00:35:13","122","Mike Stone","","0",""
"19151","1","24377","","2008-08-21 00:36:11","145","akdom","","0","<python><object><iterator>"
"19152","2","","19151","2008-08-21 00:36:33","145","akdom","","0",""
"19156","2","","18959","2008-08-21 00:38:59","1666","SCdF","","0",""
"19162","1","19171","","2008-08-21 00:46:52","1852","Swish","","0","<php><mysql><testing><dataset><test-data>"
"19163","2","","15729","2008-08-21 00:46:56","1693","Steve","","0",""
"19165","2","","19147","2008-08-21 00:47:28","1293","Jason","","0",""
"19169","2","","18959","2008-08-21 00:49:58","1337","Brad Gilbert","","0",""
"19171","2","","19162","2008-08-21 00:54:24","1061","Jarod Elliott","","0",""
"19173","1","23208","","2008-08-21 00:56:45","2031","danb","","0","<javascript><ajax><json><jsonp>"
"19176","2","","18082","2008-08-21 01:02:15","1328","bubbassauro","","0",""
"19179","2","","18984","2008-08-21 01:08:37","1659","marxidad","","0",""
"19185","1","19188","","2008-08-21 01:15:00","1185","Rob","","0","<.net><windows><user-interface><tray>"
"19186","2","","11088","2008-08-21 01:17:45","1377","Jack","","0",""
"19187","2","","19185","2008-08-21 01:18:27","275","lubos hasko","","0",""
"19188","2","","19185","2008-08-21 01:19:35","1659","marxidad","","0",""
"19190","2","","19127","2008-08-21 01:24:40","1612","Cebjyre","","0",""
"19191","2","","18524","2008-08-21 01:24:42","1666","SCdF","","0",""
"19192","2","","17483","2008-08-21 01:27:11","1659","marxidad","","0",""
"19193","1","19255","","2008-08-21 01:28:06","2222","da_code_monkey","","0","<c++><tree><iterator>"
"19198","2","","19089","2008-08-21 01:40:23","233","Ray","","0",""
"19199","2","","19127","2008-08-21 01:41:16","392","Dan","","0",""
"19200","2","","19122","2008-08-21 01:45:20","1750","David Schlosnagle","","0",""
"19201","1","","","2008-08-21 01:45:23","1965","Jonathan Holland","2013-03-17 22:49:55","1","<accurev>"
"19202","2","","19058","2008-08-21 01:46:07","547","mauriciopastrana","","0",""
"19203","2","","18077","2008-08-21 01:46:12","1026","Nickolay","","0",""
"19204","2","","19193","2008-08-21 01:47:02","456","wilhelmtell","","0",""
"19210","2","","17955","2008-08-21 01:58:08","234","Orion Edwards","","0",""
"19224","2","","19132","2008-08-21 02:17:21","4","Joel Spolsky","","0",""
"19225","2","","19201","2008-08-21 02:17:39","1892","steveth45","","0",""
"19228","2","","19201","2008-08-21 02:21:18","1965","Jonathan Holland","","0",""
"19229","2","","19173","2008-08-21 02:22:16","17","Nick Berardi","","0",""
"19236","1","19309","","2008-08-21 02:33:48","1965","Jonathan Holland","","0","<asp.net><authentication><cruisecontrol.net>"
"19239","2","","19236","2008-08-21 02:36:47","77","Darren Kopp","","0",""
"19244","2","","18984","2008-08-21 02:43:00","486","grom","","0",""
"19245","1","19396","","2008-08-21 02:43:23","1100","Daniel Silveira","","0","<iis><dll><asp-classic><crash>"
"19246","2","","19245","2008-08-21 02:45:29","1291","Pascal Paradis","","0",""
"19247","2","","19245","2008-08-21 02:46:49","1965","Jonathan Holland","","0",""
"19253","2","","19236","2008-08-21 02:56:51","952","WizzFizz","","0",""
"19255","2","","19193","2008-08-21 02:57:14","446497","Paul","","0",""
"19256","2","","6371","2008-08-21 02:58:16","2058","Matt Stine","","0",""
"19264","2","","15326","2008-08-21 03:01:45","2076253","Jeremy Kratz","","0",""
"19270","2","","18533","2008-08-21 03:05:11","2228","","","0",""
"19271","2","","1644","2008-08-21 03:05:23","2058","Matt Stine","","0",""
"19276","2","","19035","2008-08-21 03:09:52","1654","wrumsby","","0",""
"19278","2","","18671","2008-08-21 03:12:51","1471","Outlaw Programmer","","0",""
"19279","2","","19127","2008-08-21 03:13:39","1414","travis","","0",""
"19280","1","19290","","2008-08-21 03:20:05","184","Niyaz","","0","<javascript>"
"19284","2","","19280","2008-08-21 03:25:45","1965","Jonathan Holland","","0",""
"19287","2","","19236","2008-08-21 03:28:52","489","Ch00k","","0",""
"19289","2","","18717","2008-08-21 03:30:57","2031","danb","","0",""
"19290","2","","19280","2008-08-21 03:31:16","565","Cade","","0",""
"19291","2","","19236","2008-08-21 03:31:17","952","WizzFizz","","0",""
"19292","2","","18783","2008-08-21 03:31:48","1414","travis","","0",""
"19293","2","","19280","2008-08-21 03:32:42","1377","ejack","","0",""
"19294","1","19306","","2008-08-21 03:33:25","1894","Scott Muc","","0","<asp.net><events><webforms>"
"19295","1","19308","","2008-08-21 03:36:38","1310","ScArcher2","","0","<java><internationalization>"
"19296","2","","19294","2008-08-21 03:38:41","489","Ch00k","","0",""
"19299","2","","19294","2008-08-21 03:41:20","615","Matt Hamilton","","0",""
"19301","2","","18920","2008-08-21 03:43:02","431","Mario Marinato","","0",""
"19302","2","","19294","2008-08-21 03:43:57","489","Ch00k","","0",""
"19306","2","","19294","2008-08-21 03:46:51","615","Matt Hamilton","","0",""
